token	normalised
fine	fine
usq	usque
ĩ	in
finẽ	finem
In	In
ꝯgͥtione	congnitione

⁊	et
ꝑspicatiõe	perspicatione
quia	quia
õia	omnia
ꝯgnoscit	congnoscit
qm̃	quoniam
ocl̃is	oculis
eius	eius
sunt	sunt
nuda	nuda
õia	omnia
⁊	et
aꝑta	aperta
ẜm	secundum
illd̃	illd
uiu᷒	uiuus
ẽ	est
ẜmo	sermo
d̃i	dei
⁊	et
penetrabl̃ior	penetrabilior
õi	omni
gladio	gladio
ancipiti	ancipiti
In	In

potestate	potestate
ẜm	secundum
illd̃	illd
dixit	dixit
et	et
facta	facta
sunt	sunt
⁊	et
alibi	alibi
velociter	velociter
currit	currit
ẜmo	sermo
eius	eius
Rigans	Rigans
montes	montes
no.	nota
q̃d	quod
mõs	mons
dr̃d	dicitur
gr̃a	gratia
rigans	rigans
ut	ut
hic	hic
dr̃d	dicitur
prelat᷒	prelatus

doctrinã	doctrinam
seminãs	seminans
uñ	unde
ego	ego
plantaui	plantaui
apollo	apollo
rigauit	rigauit
d̃s	deus
aũ	autem
⁊	et
c̃	cetera
dnr̃d	dicuntur
sb̃	sub
diti	diti
qui	qui
se	se
rigant	rigant
uallib	uallibus
aqua	aqua
penit̃ne	penitentie
s̃m	secundum
illum	illum
lacͥmis	lacrimis
stratũ	stratum
meum	meum

rigabo	rigabo
etc	etc
insipientes	insipientes
in	in
populo	populo
&	et
stulti	stulti
aliquando	aliquando
sapite	sapite
Qui	Qui
plantauit	plantauit
aurẽ	aurem
ñ	non
audiet	audiet
aut	aut
qui	qui
finxit	finxit
oculũ	oculum
ñ	non
c̃siderat	considerat
Qui	Qui
corripit	corripit
gentes	gentes
ñ	non
arguet	arguet

qui	qui
docet	docet
hominẽ	hominem
scientiã	scientiam
Dñs	Dominus
scit	scit
cogitationes	cogitationes
hominũ	hominum
qm̃	quoniam
uanę	uanę
sunt	sunt
Beatus	Beatus
homo	homo
quẽ	quem
tu	tu
erudieri	erudieri
dñe	domine
et	et
de	de
lege	lege
tua	tua
docueris	docueris
eũ	eum
Vt	Vt
mitiges	mitiges

ei	ei
a	a
diebus	diebus
malis	malis
donec	donec
fodiat᷑	fodiatur
peccatori	peccatori
fouea	fouea
Quia	Quia
ñ	non
repellet	repellet
dñs	dominus
plebẽ	plebem
suã	suam
&	et
hereditatẽ	hereditatem
suam	suam
ñ	non
derelinquet	derelinquet
Quoadusq.	Quoadusque
iusticia	iusticia
c̃uertat᷑	conuertatur
in	in
iudiciũ	iudicium
&	et

qui	qui
iuxta	iuxta
illã	illam
om̃s	omnes
qui	qui
recto	recto
sunt	sunt
corde	corde
Quis	Quis
c̃surget	consurget
michi	michi
aduersus	aduersus
malignantes	malignantes
aut	aut
quis	quis
stabit	stabit
mecũ	mecum
aduersus	aduersus
operantes	operantes
iniquitatẽ	iniquitatem
Nisi	Nisi
quia	quia
dñs	dominus
adiuuit	adiuuit
me	me

paulominus	paulominus
habitauit	habitauit
in	in
inferno	inferno
anima	anima
mea	mea
Si	Si
dicebã	dicebam
motus	motus
ẽ	est
pes	pes
m̃s	meus
misericordia	misericordia
tua	tua
dñe	domine
adiuuabat	adiuuabat
me	me
Scd̃m	Secundum
multitudinẽ	multitudinem
dolorũ	dolorum
meorũ	meorum
in	in
corde	corde
meo	meo
c̃solationes	consolationes

tuę	tuę
lętificauerunt	lętificauerunt
animã	animam
meã	meam
Numquid	Numquid
adheret	adheret
tibi	tibi
sedes	sedes
iniquitatis	iniquitatis
qui	qui
fingis	fingis
laborẽ	laborem
in	in
cepto	precepto
Captabunt	Captabunt
in	in
animã	animam
iusti	iusti
&	et
sanguinẽ	sanguinem
innocentẽ	innocentem
c̃dempnabunt	condempnabunt
Et	Et
factus	factus
ẽ	est

dñs	dominus
michi	michi
in	in
refugiũ	refugium
&	et
d̃s	deus
m̃s	meus
in	in
adiutoriũ	adiutorium
spei	spei
mei	mei
Et	Et
reddet	reddet
illis	illis
iniquitatẽ	iniquitatem
ipsorũ	ipsorum
&	et
in	in
malicia	malicia
eorũ	eorum
disꝑdet	disperdet
eos	eos
disꝑdet	disperdet
illos	illos
dñs	dominus

d̃s	deus
nr̃	noster
Laus	Laus
cantici	cantici
ipsi	ipsi
d̃d	dauid
XCIIII	XCIIII
UENITE	UENITE
EXVLTEM᷒	EXVLTEMus
dño	domino
iubilem᷒	iubilemus
d̃o	deo
salutari	salutari
nr̃o	nostro
ocupem᷒	preocupemus
faciẽ	faciem
ei᷒	eius
in	in
c̃fessione	confessione
&	et
in	in
psalmis	psalmis
iubilem᷒	iubilemus
ei	ei
Qm̃	Quoniam

d̃s	deus
magn᷒	magnus
dñs	dominus
&	et
rex	rex
magn᷒	magnus
suꝑ	super
õs	omnes
deos	deos
Quia	Quia
in	in
manu	manu
eius	eius
fines	fines
terrę	terrę
&	et
altitudines	altitudines
montiũ	montium
ipsius	ipsius
sunt	sunt
Qm̃	Quoniam
ipsius	ipsius
ẽ	est
mare	mare
&	et

ipse	ipse
fecit	fecit
illud	illud
&	et
siccã	siccam
man᷒	manus
ei᷒	eius
formauerunt	formauerunt
Venite	Venite
adorem᷒	adoremus
&	et
ꝓcidamus	procidamus
&	et
plorem᷒	ploremus
ante	ante
dominum	dominum
qui	qui
fecit	fecit
nos	nos
quia	quia
ipse	ipse
ẽ	est
dñs	dominus
d̃s	deus
nr̃	noster

Et	Et
nos	nos
populus	populus
pascuę	pascuę
ei᷒	eius
&	et
oues	oues
man᷒	manus
ei᷒	eius
hodie	hodie
si	si
uocẽ	uocem
ei᷒	eius
audieritis	audieritis
nolite	nolite
obdurare	obdurare
corda	corda
ur̃a	uestra
Sicut	Sicut
in	in
irritatione	irritatione
scd̃m	secundum
diẽ	diem
tẽptacionis	temptacionis
in	in

deserto	deserto
Vbi	Vbi
tẽptauer̃	temptauerunt
me	me
patres	patres
ur̃i	uestri
ꝓbauer̃	probauerunt
&	et
uider̃	uiderunt
opera	opera
mea	mea
Quadraginta	Quadraginta
annis	annis
offensus	offensus
fui	fui
generationi	generationi
illi	illi
&	et
dixi	dixi
semꝑ	semper
errant	errant
corde	corde
Et	Et
isti	isti
ñ	non

cognouer̃	cognouerunt
uias	uias
meas	meas
ut	ut
iuraui	iuraui
in	in
ira	ira
mea	mea
si	si
intrabunt	intrabunt
in	in
requiẽ	requiem
meã	meam
Canticum	Canticum
dauid	dauid
quando	quando
domus	domus
edificabitur	edificabitur
post	post
captiuitatem	captiuitatem
XCV	XCV
Cantate	Cantate
dño	domino
canticũ	canticum
nouũ	nouum

cantate	cantate
dño	domino
om̃is	omnis
terra	terra
Cantate	Cantate
dño	domino
&	et
bedicite	bedicite
sic	sic
nomini	nomini
ei᷒	eius
adnuntiate	adnuntiate
de	de
die	die
in	in
diẽ	diem
salutare	salutare
ei᷒	eius
Adnuntiate	Adnuntiate
inter	inter
gentes	gentes
gl̃am	gloriam
ei᷒	eius
in	in
omnib	omnibus

populis	populis
mirabilia	mirabilia
ei᷒	eius
Qm̃	Quoniam
magnus	magnus
dñs	dominus
&	et
laudabilis	laudabilis
nimis	nimis
terribilis	terribilis
ẽ	est
suꝑ	super
om̃s	omnes
deos	deos
Qm̃	Quoniam
om̃s	omnes
dii	dii
gentiũ	gentium
demonia	demonia
dñs	dominus
autẽ	autem
cęlos	cęlos
fecit	fecit
Confessio	Confessio
&	et

pulcritudo	pulcritudo
in	in
c̃spectu	conspectu
ei᷒	eius
sc̃imonia	sanctimonia
&	et
magnificentia	magnificentia
in	in
sc̃ificatione	sanctificatione
ei᷒	eius
Afferte	Afferte
dño	domino
patrię	patrię
gentiũ	gentium
afferte	afferte
dño	domino
gl̃am	gloriam
&	et
honorẽ	honorem
afferte	afferte
dño	domino
gl̃am	gloriam
nomini	nomini
ei᷒	eius
Tollite	Tollite

enĩ	enim
correxit	correxit
orbẽ	orbem
terre	terre
qui	qui
ñ	non
cõmouebit᷑	commouebitur
iudicabit	iudicabit
populos	populos
in	in
equitate	equitate
Lętent᷑	Lętentur
cęli	cęli
&	et
exultet	exultet
terra	terra
cõmoueat᷑	commoueatur
mare	mare
&	et
plenitudo	plenitudo
ei᷒	eius
gaudebunt	gaudebunt
cãpi	campi
&	et
om̃a	omnia

quę	quę
in	in
eis	eis
sunt	sunt
Tunc	Tunc
exultabunt	exultabunt
om̃a	omnia
ligna	ligna
siluarum	siluarum
a	a
facie	facie
dñi	domini
quia	quia
uenit	uenit
qm̃	quoniam
uenit	uenit
iudicare	iudicare
terrã	terram
Iudicabit	Iudicabit
orbẽ	orbem
terrę	terrę
in	in
ęquitate	ęquitate
&	et
populos	populos

in	in
ueritate	ueritate
sua	sua
Psalm᷒	Psalmus
dauid	dauid
quando	quando
t̃ra	terra
ei	ei
restituta	restituta
Dñs	Dominus
regnauit	regnauit
exultet	exultet
terra	terra
lętent᷑	lętentur
insulę	insulę
multę	multę
Nubes	Nubes
&	et
caligo	caligo
in	in
circuitu	circuitu
ei᷒	eius
iusticia	iusticia
&	et
iudiciũ	iudicium

cęra	cęra
fluxer̃	fluxerunt
a	a
facię	facię
dñi	domini
a	a
facie	facie
dñi	domini
õis	omnis
terra	terra
Adnuntiauer̃	Adnuntiauerunt
cęli	cęli
iusticiã	iusticiam
ei᷒	eius
&	et
uider̃	uiderunt
om̃s	omnes
populi	populi
gl̃am	gloriam
ei᷒	eius
Confundant᷑	Confundantur
om̃s	omnes
qui	qui
adorant	adorant
sculptilia	sculptilia

&	et
qui	qui
gloriant᷑	gloriantur
in	in
simulacris	simulacris
suis	suis
Adorate	Adorate
eũ	eum
om̃s	omnes
angeli	angeli
eius	eius
audiuit	audiuit
et	et
lętata	lętata
ẽ	est
sion	sion
Et	Et
exultauerunt	exultauerunt
filię	filię
iudę	iudę
ꝓpt̃	propter
iudicia	iudicia
tua	tua
dñe	domine
Qm̃	Quoniam

tu	tu
dñs	dominus
altissim᷒	altissimus
suꝑ	super
omnẽ	omnem
terrã	terram
nimis	nimis
exaltatus	exaltatus
es	es
suꝑ	super
om̃s	omnes
deos	deos
Qui	Qui
diligitis	diligitis
dñm	dominum
odite	odite
malũ	malum
custodit	custodit
dñs	dominus
animas	animas
sc̃orũ	sanctorum
suorũ	suorum
de	de
manu	manu
peccatoris	peccatoris

liberabit	liberabit
eos	eos
lux	lux
orta	orta
ẽ	est
iusto	iusto
&	et
rectis	rectis
corde	corde
lęticia	lęticia
Lętamini	Lętamini
iusti	iusti
in	in
dño	domino
&	et
c̃fitemini	confitemini
memorię	memorię
sc̃ificationis	sanctificationis
eius	eius
Psalmus	Psalmus
ipsi	ipsi
dauid	dauid
XCII	XCII
Cantate	Cantate
dño	domino

canticũ	canticum
nouũ	nouum
quia	quia
mirabilia	mirabilia
fecit	fecit
Saluauit	Saluauit
sibi	sibi
dextera	dextera
ei᷒	eius
&	et
brachiũ	brachium
sc̃m	sanctum
ei᷒	eius
Notũ	Notum
fecit	fecit
dñs	dominus
salutare	salutare
suũ	suum
in	in
c̃spectu	conspectu
gentiũ	gentium
reuelauit	reuelauit
iusticiã	iusticiam
suã	suam
Recordatus	Recordatus

ẽ	est
misericordię	misericordię
suę	suę
&	et
ueritati	ueritati
suę	suę
domui	domui
isr̃l	israhel
Vider̃	Viderunt
om̃s	omnes
termini	termini
tersic	tersic
terrę	terrę
salutare	salutare
d̃i	dei
nr̃i	nostri
Iubilate	Iubilate
dño	domino
õis	omnis
terra	terra
cantate	cantate
&	et
exultate	exultate
&	et
psallite	psallite

Psallite	Psallite
dño	domino
in	in
cythara	cythara
in	in
cythara	cythara
&	et
uoce	uoce
psalmi	psalmi
in	in
tubis	tubis
ductilib	ductilibus
&	et
uoce	uoce
tubę	tubę
corneę	corneę
Iubilate	Iubilate
in	in
c̃spectu	conspectu
regis	regis
dñi	domini
moueat᷑	moueatur
mare	mare
&	et
plenitudo	plenitudo

iusticia	iusticia
&	et
populos	populos
in	in
ęquitate	ęquitate
SPSALM᷒	SPSALMus
DAVID	DAVID
XCVIII	XCVIII
dominus	dominus
regnauit	regnauit
irascant᷑	irascantur
populi	populi
qui	qui
sedes	sedes
suꝑ	super
cherubin	cherubin
moueat᷑	moueatur
terra	terra
dñs	dominus
in	in
sion	sion
magnus	magnus
&	et
excelsus	excelsus
suꝑ	super

omnes	omnes
populos	populos
Confiteant᷑	Confiteantur
nomini	nomini
tuo	tuo
magno	magno
qm̃	quoniam
terribile	terribile
&	et
sc̃m	sanctum
ẽ	est
&	et
honor	honor
regis	regis
iudicium	iudicium
diligit	diligit
Tu	Tu
parasti	parasti
directiones	directiones
iudiciũ	iudicium
&	et
iusticiã	iusticiam
in	in
iacob	iacob
tu	tu

fecisti	fecisti
Exaltate	Exaltate
dñm	dominum
d̃m	deum
nr̃m	nostrum
&	et
adorate	adorate
scabellũ	scabellum
pedũ	pedum
ei᷒	eius
qm̃	quoniam
sc̃m	sanctum
ẽ	est
Moyses	Moyses
&	et
aaron	aaron
in	in
sacerdotib	sacerdotibus
ei᷒	eius
&	et
samuhel	samuhel
inter	inter
eos	eos
qui	qui
inuocant	inuocant

nomen	nomen
ei᷒	eius
Inuocabant	Inuocabant
dñm	dominum
&	et
ipse	ipse
exaudiebat	exaudiebat
eos	eos
in	in
colũmna	colummna
sic	sic
nubis	nubis
loquebat᷑	loquebatur
ad	ad
eos	eos
Custodiebant	Custodiebant
testimonia	testimonia
ei᷒	eius
&	et
ceptũ	preceptum
q̃d	quod
dedit	dedit
illis	illis
Dñe	Domine
d̃s	deus

nr̃	noster
tu	tu
exaudiebas	exaudiebas
eos	eos
d̃s	deus
tu	tu
ꝓpitius	propitius
fuisti	fuisti
eis	eis
&	et
ulciscens	ulciscens
in	in
om̃s	omnes
adinuentiones	adinuentiones
eorũ	eorum
Exaltate	Exaltate
dñm	dominum
d̃m	deum
nr̃m	nostrum
&	et
adorate	adorate
in	in
monte	monte
sc̃o	sancto
ei᷒	eius

qm̃	quoniam
sc̃s	sanctus
dñs	dominus
d̃s	deus
nr̃	noster
psalmus	psalmus
in	in
confessione	confessione
XCVIIII	XCVIIII
Iubilate	Iubilate
dño	domino
õis	omnis
terra	terra
seruite	seruite
dño	domino
in	in
lętitia	lętitia
Introite	Introite
in	in
c̃spectu	conspectu
ei᷒	eius
in	in
exultiatione	exultiatione
scitote	scitote
qm̃	quoniam

ymnis	ymnis
c̃fitemini	confitemini
illi	illi
Laudate	Laudate
nomen	nomen
ei᷒	eius
qm̃	quoniam
suauis	suauis
dñs	dominus
in	in
ęternũ	ęternum
misericordia	misericordia
ei᷒	eius
&	et
usq.	usque
in	in
generationẽ	generationem
&	et
generacionẽ	generacionem
ueritas	ueritas
ei᷒	eius
Psalmus	Psalmus
ipsi	ipsi
dauid	dauid
c	c

Non	Non
ꝓponebã	proponebam
ante	ante
oculos	oculos
meos	meos
rẽ	rem
iniustã	iniustam
facientes	facientes
uaricatio	preuaricatio
nes	nes
odiui	odiui
Non	Non
adhesit	adhesit
michi	michi
cor	cor
prauũ	prauum
declinantẽ	declinantem
a	a
me	me
malignũ	malignum
ñ	non
cognoscebã	cognoscebam
Detrahentẽ	Detrahentem
secreto	secreto
ꝓximo	proximo

suo	suo
hunc	hunc
ꝑsequebar	persequebar
Suꝑbo	Superbo
oculo	oculo
&	et
insaciabili	insaciabili
corde	corde
cũ	cum
hoc	hoc
ñ	non
edebã	edebam
Oculi	Oculi
mei	mei
ad	ad
fideles	fideles
terrę	terrę
ut	ut
sedeant	sedeant
mecũ	mecum
ambulans	ambulans
in	in
uia	uia
inmaculata	inmaculata
hic	hic

michi	michi
ministrabat	ministrabat
Non	Non
habitabit	habitabit
in	in
medio	medio
dom᷒	domus
meę	meę
qui	qui
facit	facit
suꝑbiã	superbiam
qui	qui
loquit᷑	loquitur
iniqua	iniqua
ñ	non
direxit	direxit
in	in
c̃spectu	conspectu
oculorũ	oculorum
meorũ	meorum
In	In
matutino	matutino
interficiebã	interficiebam
om̃s	omnes
peccatores	peccatores

terrę	terrę
ut	ut
disꝑderẽ	disperderem
de	de
citate	citate
sicdñi	sicdomini
om̃s	omnes
operantes	operantes
iniquitatẽ	iniquitatem
Oratio	Oratio
pauperis	pauperis
cum	cum
anxiatus	anxiatus
fuerit	fuerit
&	et
coram	coram
dño	domino
effuderit	effuderit
precem	precem
suam	suam
CI	CI
DÑE	DomiNE
EXAUDI	EXAUDI
ORATIOnẽ	ORATIOnem
meã	meam

&	et
clamor	clamor
m̃s	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
auertas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
in	in
quacũq.	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam
In	In
quacũq.	quacumque
die	die
inuocauero	inuocauero

te	te
uelociter	uelociter
exaudi	exaudi
me	me
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fum᷒	fumus
dies	dies
mei	mei
&	et
ossa	ossa
mea	mea
sicut	sicut
gremiũ	gremium
aruerunt	aruerunt
ꝑercussũ	perercussum
ẽ	est
ut	ut
foenũ	foenum
et	et
aruit	aruit
cor	cor
meũ	meum
quia	quia

panẽ	panem
manducabã	manducabam
&	et
poculũ	poculum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam
A	A
facie	facie
irę	irę
&	et
indignationis	indignationis
tuę	tuę
quia	quia
eleuans	eleuans
allisisti	allisisti
me	me
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauer̃	declinauerunt
&	et
ego	ego

sicut	sicut
fęnũ	fęnum
arui	arui
Tu	Tu
autẽ	autem
dñe	domine
in	in
ęternũ	ęternum
ꝑmanes	permanes
&	et
memoriale	memoriale
tuũ	tuum
in	in
generatione	generatione
&	et
generationẽ	generationem
Tu	Tu
exsurgens	exsurgens
misereberis	misereberis
sion	sion
quia	quia
temp᷒	tempus
miserendi	miserendi
ei᷒	eius
quia	quia

uenit	uenit
temp᷒	tempus
Qm̃	Quoniam
placuer̃	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
ei᷒	eius
&	et
terrę	terrę
ei᷒	eius
miserebunt᷑	miserebuntur
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
dñi	domini
&	et
om̃s	omnes
reges	reges
terrę	terrę
gl̃am	gloriam
tuã	tuam
Quia	Quia
ędificauit	ędificauit

dñs	dominus
sion	sion
&	et
uidebit᷑	uidebitur
in	in
gl̃a	gloria
sua	sua
Respexit	Respexit
in	in
orationẽ	orationem
humiliũ	humilium
&	et
ñ	non
spreuit	spreuit
precẽ	precem
eorũ	eorum
Scribant᷑	Scribantur
hęc	hęc
in	in
generatione	generatione
altera	altera
&	et
populus	populus
qui	qui
creabit᷑	creabitur

laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspexit	prospexit
de	de
excęlo	excęlo
sc̃o	sancto
suo	suo
dñs	dominus
de	de
cęlo	cęlo
in	in
terrã	terram
aspexit	aspexit
Vt	Vt
audiret	audiret
gemitũ	gemitum
compeditorũ	compeditorum
&	et
solueret	solueret
filios	filios
interemptorũ	interemptorum
Vt	Vt
adnuntient	adnuntient
in	in

dierũ	dierum
meorũ	meorum
nuntia	nuntia
michi	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierũ	dierum
meorũ	meorum
in	in
generationẽ	generationem
et	et
generationẽ	generationem
anni	anni
tui	tui
Inicio	Inicio
tu	tu
dñe	domine
terrã	terram
fundasti	fundasti
&	et
opera	opera
manuũ	manuum

tuarũ	tuarum
sunt	sunt
cęli	cęli
Ipsi	Ipsi
peribunt	peribunt
tu	tu
autẽ	autem
permanes	permanes
&	et
om̃s	omnes
sicut	sicut
uestimentũ	uestimentum
ueterascent	ueterascent
Et	Et
sic̃	sicut
opertoriũ	opertorium
mutabis	mutabis
eos	eos
&	et
mutabunt᷑	mutabuntur
tu	tu
autẽ	autem
idẽ	idem
ipse	ipse
es	es

&	et
anni	anni
tui	tui
ñ	non
deficient	deficient
filii	filii
seruorũ	seruorum
tuorũ	tuorum
habitabunt	habitabunt
&	et
semen	semen
eorũ	eorum
in	in
sęculũ	sęculum
diriget᷑	dirigetur
Psalm᷒	Psalmus
ipsi	ipsi
dauid	dauid
CII	CII
BENEDIC	BENEDIC
ANIMA	ANIMA
mea	mea
dño	domino
&	et
om̃a	omnia

quę	quę
intra	intra
me	me
sunt	sunt
nomini	nomini
sc̃o	sancto
ei᷒	eius
Benedic	Benedic
anima	anima
mea	mea
dño	domino
&	et
noli	noli
obliuisci	obliuisci
om̃s	omnes
retributiones	retributiones
ei᷒	eius
Qui	Qui
ꝓpiciat᷑	propiciatur
omnib	omnibus
iniquitatib	iniquitatibus
tuis	tuis
qui	qui
sanat	sanat
om̃s	omnes

infirmitates	infirmitates
tuas	tuas
Qui	Qui
redimit	redimit
de	de
interitu	interitu
uitã	uitam
tuã	tuam
qui	qui
coronat	coronat
te	te
in	in
misericordia	misericordia
&	et
miseracionib	miseracionibus
Qui	Qui
replet	replet
in	in
bonis	bonis
desideriũ	desiderium
tuũ	tuum
renouabit᷑	renouabitur
ut	ut
aquilæ	aquilæ
iuuent᷒	iuuentus

tua	tua
Faciens	Faciens
misericordias	misericordias
dñs	dominus
&	et
iudiciũ	iudicium
omnib	omnibus
iniuriã	iniuriam
pacientib	pacientibus
Notas	Notas
fecit	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis
isr̃l	israhel
uoluntates	uoluntates
suas	suas
Misericors	Misericors
et	et
miserator	miserator
dñs	dominus
longanimis	longanimis
&	et
multũ	multum

misericors	misericors
Non	Non
in	in
ꝑpetuũ	perpetuum
irascet᷑	irascetur
neq.	neque
in	in
ęt̃nũ	ęternum
cõminabit᷑	comminabitur
Non	Non
scd̃m	secundum
peccata	peccata
nr̃a	nostra
fecit	fecit
nobis	nobis
neq.	neque
scd̃m	secundum
iniquitates	iniquitates
nr̃as	nostras
DPretribuit	DPretribuit
nob̃	nobis
Qm̃	Quoniam
scd̃m	secundum
altitudinẽ	altitudinem
cęli	cęli

a	a
terra	terra
corroborabit	corroborabit
misericordiã	misericordiam
suã	suam
suꝑ	super
timentes	timentes
se	se
Quantũ	Quantum
distat	distat
ortus	ortus
ab	ab
occidente	occidente
longe	longe
fecit	fecit
a	a
nob̃	nobis
iniquitates	iniquitates
nr̃as	nostras
Quomodo	Quomodo
miseret᷑	miseretur
pat̃	pater
filiorũ	filiorum
misertus	misertus
ẽ	est

dñs	dominus
timentib	timentibus
se	se
qm̃	quoniam
ipse	ipse
cognouit	cognouit
figm̃tũ	figmentum
nr̃m	nostrum
Recordatus	Recordatus
ẽ	est
qm̃	quoniam
puluis	puluis
sum᷒	sumus
homo	homo
sicut	sicut
fęnũ	fęnum
dies	dies
ei᷒	eius
tãquã	tamquam
flos	flos
agri	agri
sic	sic
efflorebit	efflorebit
Qm̃	Quoniam
sp̃s	spiritus

ꝑtransibit	pertransibit
in	in
illo	illo
&	et
ñ	non
subsistet	subsistet
&	et
ñ	non
cognoscet	cognoscet
amplius	amplius
locũ	locum
suũ	suum
Misericordia	Misericordia
autẽ	autem
dñi	domini
ab	ab
ęterno	ęterno
&	et
usq.	usque
in	in
ęt̃nũ	ęternum
suꝑ	super
timentes	timentes
eũ	eum
Et	Et

iusticia	iusticia
illius	illius
in	in
filios	filios
filiorũ	filiorum
his	his
qui	qui
seruant	seruant
testamentũ	testamentum
ei᷒	eius
Et	Et
memores	memores
sunt	sunt
mandatorũ	mandatorum
ipsius	ipsius
ad	ad
faciendũ	faciendum
ea	ea
Dñs	Dominus
in	in
cęlo	cęlo
parauit	parauit
sedẽ	sedem
suã	suam
&	et

regnũ	regnum
ipsius	ipsius
omnib	omnibus
dominabit᷑	dominabitur
Benedicite	Benedicite
dño	domino
angeli	angeli
ei᷒	eius
potentes	potentes
uirtute	uirtute
facientes	facientes
uerbũ	uerbum
illius	illius
ad	ad
audiendã	audiendam
uocẽ	uocem
sermonũ	sermonum
eius	eius
Benedicite	Benedicite
dño	domino
om̃s	omnes
uirtutes	uirtutes
ei᷒	eius
ministri	ministri
ei᷒	eius

qui	qui
facitis	facitis
uoluntatẽ	uoluntatem
ei᷒	eius
Benedicite	Benedicite
dño	domino
om̃a	omnia
opera	opera
ei᷒	eius
in	in
om̃i	omni
loco	loco
dominacionis	dominacionis
ei᷒	eius
benedic	benedic
anima	anima
mea	mea
dño	domino
Psalmus	Psalmus
ipsi	ipsi
dauid	dauid
CIII	CIII
Benedic	Benedic
anima	anima
mea	mea

ponis	ponis
nubẽ	nubem
ascensũ	ascensum
tuũ	tuum
qui	qui
ambulas	ambulas
suꝑ	super
pennas	pennas
uentorũ	uentorum
Qui	Qui
facis	facis
angelos	angelos
tuos	tuos
sp̃s	spiritus
&	et
ministros	ministros
tuos	tuos
ignẽ	ignem
urentẽ	urentem
Qui	Qui
fundasti	fundasti
terrã	terram
suꝑ	super
stabilitatẽ	stabilitatem
suã	suam

ñ	non
inclinabit᷑	inclinabitur
in	in
scl̃um	seculum
scl̃i	seculi
Abissus	Abissus
sicut	sicut
uestimentũ	uestimentum
amictus	amictus
ei᷒	eius
suꝑ	super
montes	montes
stabunt	stabunt
aquę	aquę
Ab	Ab
increpatione	increpatione
tua	tua
fugient	fugient
a	a
uoce	uoce
tonitrui	tonitrui
tui	tui
formidabunt	formidabunt
Ascendunt	Ascendunt
montes	montes

&	et
descendunt	descendunt
cãpi	campi
in	in
locũ	locum
quẽ	quem
fundasti	fundasti
eis	eis
Terminũ	Terminum
posuisti	posuisti
quẽ	quem
ñ	non
transgredient᷑	transgredientur
neq.	neque
c̃uertent᷑	conuertentur
operire	operire
terrã	terram
Qui	Qui
emittis	emittis
fontes	fontes
in	in
c̃uallib	conuallibus
inter	inter
mediũ	medium
montiũ	montium

ꝑtransibunt	pertransibunt
aquę	aquę
Potabunt	Potabunt
om̃s	omnes
bestię	bestię
agri	agri
expectabunt	expectabunt
onagri	onagri
in	in
siti	siti
sua	sua
Suꝑ	Super
ea	ea
uolucres	uolucres
cęli	cęli
habitabunt	habitabunt
de	de
medio	medio
petrarũ	petrarum
dabunt	dabunt
uocẽ	uocem
Rigans	Rigans
montes	montes
de	de
superiorib	superioribus

suis	suis
de	de
fructu	fructu
operũ	operum
tuorũ	tuorum
satiabit᷑	satiabitur
terra	terra
Ꝓducens	producens
fęnũ	fęnum
iumentis	iumentis
&	et
herbã	herbam
seruituti	seruituti
hominũ	hominum
Vt	Vt
educas	educas
panẽ	panem
de	de
terra	terra
&	et
uinũ	uinum
lętificat	lętificat
cor	cor
hominis	hominis
Vt	Vt

montes	montes
excelsi	excelsi
ceruis	ceruis
petra	petra
refugiũ	refugium
erinaciis	erinaciis
Fecit	Fecit
lunã	lunam
in	in
tempora	tempora
sol	sol
cognouit	cognouit
occasũ	occasum
suũ	suum
Posuisti	Posuisti
tenebras	tenebras
&	et
facta	facta
ẽ	est
nox	nox
in	in
ipsa	ipsa
ꝑtransibunt	pertransibunt
om̃s	omnes
bestię	bestię

siluę	siluę
Catuli	Catuli
leonũ	leonum
rugientes	rugientes
ut	ut
rapiant	rapiant
&	et
querant	querant
a	a
d̃o	deo
ęscã	ęscam
sibi	sibi
Ortus	Ortus
ẽ	est
sol	sol
et	et
c̃gregati	congregati
sunt	sunt
&	et
in	in
cubilib	cubilibus
suis	suis
conlocabunt᷑	conlocabuntur
Exibit	Exibit
homo	homo

ad	ad
opus	opus
suũ	suum
&	et
ad	ad
operacionẽ	operacionem
suã	suam
usq.	usque
ad	ad
uesperã	uesperam
Quã	Quam
magnificata	magnificata
sunt	sunt
opera	opera
tua	tua
dñe	domine
